Column1,ProceedingsTitle,Proceedings,Vol_Number,Year,persistent_url
68551,"Proceedings of the Workshop on Scientific Document Understanding co-located with 35th AAAI Conference on Artificial Inteligence, SDU@AAAI 2021, Virtual Event, February 9, 2021.",CEUR Workshop Proceedings,2831,2021,https://dblp.org/db/conf/aaai/sdu2021.html
68602,"Proceedings of the International Workshop on Value Modelling and Business Ontologies Bolzano, Italy, March 4th and 5th, 2021, Bolzano, Italy, March 4th and 5th, 2021.",CEUR Workshop Proceedings,2835,2021,https://dblp.org/db/conf/vmbo/vmbo2021.html
68629,"Proceedings of the Conference on Digital Curation Technologies (Qurator 2021), Berlin, Germany, February 8th - to - 12th, 2021.",CEUR Workshop Proceedings,2836,2019,https://dblp.org/db/conf/qurator/qurator2021.html
68680,"Proceedings of the workshop Reducing Online Misinformation Through Credible Information Retrieval (ROMCIR 2021) co-located with 43rd European Conference on Information Retrieval (ECIR 2021), Lucca, Italy (On-line), April 1, 2021.",CEUR Workshop Proceedings,2838,2021,https://dblp.org/db/conf/ecir/romcir2021.html
68707,"Proceedings of the 13th European Workshop on Services and their Composition (ZEUS 2021), Bamberg, Germany, February 25-26, 2021.",CEUR Workshop Proceedings,2839,2021,https://dblp.org/db/conf/zeus/zeus2021.html
68734,"Proceedings of the 23rd International Workshop on Design, Optimization, Languages and Analytical Processing of Big Data (DOLAP) co-located with the 24th International Conference on Extending Database Technology and the 24th International Conference on Database Theory (EDBT/ICDT 2021), Nicosia, Cyprus, March 23, 2021.",CEUR Workshop Proceedings,2840,2021,https://dblp.org/db/conf/dolap/dolap2021.html
68761,"Proceedings of the Workshops of the EDBT/ICDT 2021 Joint Conference, Nicosia, Cyprus, March 23, 2021.",CEUR Workshop Proceedings,2841,2021,https://dblp.org/db/conf/edbt/edbt2021w.html
68812,"Workshops of the 11th EETN Conference on Artificial Intelligence 2020 co-located with the 11th EETN Conference on Artificial Intelligence (SETN 2020), Athens, Greece, September 2-4, 2020.",CEUR Workshop Proceedings,2844,2021,https://dblp.org/db/conf/setn/setn2020w.html
68839,"Proceedings of the 7th International Conference ""Information Technology and Interactions"" (IT&amp;I-2020). Workshops Proceedings, Kyiv, Ukraine, December 02-03, 2020.",CEUR Workshop Proceedings,2845,2021,https://dblp.org/db/conf/iti2/iti2020w.html
68866,"Proceedings of the AAAI 2021 Spring Symposium on Combining Machine Learning and Knowledge Engineering (AAAI-MAKE 2021), Stanford University, Palo Alto, California, USA, March 22-24, 2021.",CEUR Workshop Proceedings,2846,2021,https://dblp.org/db/conf/aaaiss/make2021.html
68893,"Proceedings of the 11th International Workshop on Bibliometric-enhanced Information Retrieval co-located with 43rd European Conference on Information Retrieval (ECIR 2021), Lucca, Italy (online only), April 1st, 2021.",CEUR Workshop Proceedings,2847,2021,https://dblp.org/db/conf/birws/birws2021.html
68920,"Joint Proceedings of the Workshops on Human-AI Co-Creation with Generative Models and User-Aware Conversational Agents co-located with 25th International Conference on Intelligent User Interfaces (IUI 2020), Cagliari, Italy, March 17, 2020.",CEUR Workshop Proceedings,2848,2021,https://dblp.org/db/conf/iui/hai2020.html
68947,12th International Conference on Semantic Web Applications and Tools for Health Care and Life Sciences.,CEUR Workshop Proceedings,2849,2019,https://dblp.org/db/conf/swat4ls/swat4hcls2019.html
68998,"Proceedings of the 2nd International Workshop IT Project Management (ITPM 2021), Slavsko, Lviv region, Ukraine, February 16-18, 2021.",CEUR Workshop Proceedings,2851,2021,https://dblp.org/db/conf/itpm/itpm2021.html
69049,"Proceedings of the 2nd International Workshop on Intelligent Information Technologies &amp; Systems of Information Security with CEUR-WS, Khmelnytskyi, Ukraine, March 24-26, 2021.",CEUR Workshop Proceedings,2853,2021,https://dblp.org/db/conf/intelitsis/intelitsis2021.html
69076,"Proceedings of the 18th International Workshop on Satisfiability Modulo Theories co-located with the 10th International Joint Conference on Automated Reasoning (IJCAR 2020), Online (initially located in Paris, France), July 5-6, 2020.",CEUR Workshop Proceedings,2854,2021,https://dblp.org/db/conf/smt/smt2020.html
69103,"Proceedings of the Workshop on Web Tourism co-located with the 14th ACM International WSDM Conference (WSDM 2021), Jerusalem, Israel, March 12, 2021.",CEUR Workshop Proceedings,2855,2021,https://dblp.org/db/conf/wsdm/webtour2021.html
69154,"Joint Proceedings of REFSQ 2021 Workshops, OpenRE, Poster and Tools Track, and Doctoral Symposium co-located with the 27th International Conference on Requirements Engineering: Foundation for Software Quality (REFSQ 2021), Essen, Germany, April 12, 2021.",CEUR Workshop Proceedings,2857,2021,https://dblp.org/db/conf/refsq/refsq2021w.html
69181,"Proceedings of the 1st International Workshop on Advanced Information and Computation Technologies and Systems, Irkutsk, Russia, December 7-11, 2020.",CEUR Workshop Proceedings,2858,2021,https://dblp.org/db/conf/aicts/aicts2020.html
69208,"Selected Papers of the XX International Scientific and Practical Conference ""Information Technologies and Security"" (ITS 2020), Kyiv, Ukraine, December 10, 2020.",CEUR Workshop Proceedings,2859,2021,https://dblp.org/db/conf/its2/its2020.html
69235,"Proceedings of Text2Story - Fourth Workshop on Narrative Extraction From Texts held in conjunction with the 43rd European Conference on Information Retrieval (ECIR 2021), Lucca, Italy, April 1, 2021 (online event due to Covid-19 outbreak).",CEUR Workshop Proceedings,2860,2021,https://dblp.org/db/conf/ecir/text2story2021.html
69286,"Joint Proceedings of the AIIDE 2020 Workshops co-located with 16th AAAI Conference on Artificial Intelligence and Interactive Digital Entertainment (AIIDE 2020), Worcester, MA, USA, October 19-23, 2020 (online).",CEUR Workshop Proceedings,2862,2021,https://dblp.org/db/conf/aiide/aiide2020w.html
69313,"Joint Proceedings of the Second Workshop on Bridging the Gap between Information Science, Information Retrieval and Data Science, and Third Workshop on Evaluation of Personalisation in Information Retrieval co-located with 6th ACM SIGIR Conference on Human Information Interaction and Retrieval (CHIIR 2021), Canberra, Australia (Virtual Event), March 19th, 2021.",CEUR Workshop Proceedings,2863,2021,https://dblp.org/db/conf/chiir/birds2021.html
69340,"Proceedings of The Fourth International Workshop on Computer Modeling and Intelligent Systems (CMIS-2021), Zaporizhzhia, Ukraine, April 27, 2021.",CEUR Workshop Proceedings,2864,2021,https://dblp.org/db/conf/cmis/cmis2021.html
69367,"Post-Proceedings of the 5th Conference Digital Humanities in the Nordic Countries (DHN 2020), Riga, Latvia, October 21-23, 2020.",CEUR Workshop Proceedings,2865,2021,https://dblp.org/db/conf/dhn/dhn2020p.html
69418,"11th International Workshop on Enterprise Modeling and Information Systems Architectures, Kiel, Germany, May 21-22, 2021.",CEUR Workshop Proceedings,2867,2021,https://dblp.org/db/conf/emisa/emisa2021.html
69469,"Proceedings of the 5th International Conference on Computational Linguistics and Intelligent Systems (COLINS 2021). Volume I: Main Conference, Lviv, Ukraine, April 22-23, 2021.",CEUR Workshop Proceedings,2870,2021,https://dblp.org/db/conf/colins/colins2021.html
69496,"Proceedings of the 1st Workshop on AI + Informetrics (AII2021) co-located with the iConference 2021, Virtual Event, March 17th, 2021.",CEUR Workshop Proceedings,2871,2021,https://dblp.org/db/conf/iconference/aii2021.html
69523,"Proceedings of the 4th International Conference on Recent Trends and Applications in Computer Science and Information Technology, Tirana, Albania, May 21st - to - 22nd, 2021.",CEUR Workshop Proceedings,2872,2021,https://dblp.org/db/conf/rtacsit/rtacsit2021.html
69550,"Proceedings of the 2nd International Workshop on Knowledge Graph Construction co-located with 18th Extended Semantic Web Conference (ESWC 2021), Online, June 6, 2021.",CEUR Workshop Proceedings,2873,2021,https://dblp.org/db/conf/esws/kgcw2021.html
69601,"Proceedings of the First International Workshop on Enabling Data-Driven Decisions from Learning on the Web co-located with the 14th ACM International Conference on Web Search and Data Mining (WSDM 2021), Jerusalem, Israel, March 12, 2021 - moved online.",CEUR Workshop Proceedings,2876,2021,https://dblp.org/db/conf/wsdm/l2d2021.html
69628,"Proceedings of the 1st International Workshop on Knowledge Graphs for Online Discourse Αnalysis (KnOD 2021) co-located with the 30th The Web Conference (WWW 2021), Virtual Event (due to COVID-19 outbreak), April 14, 2021.",CEUR Workshop Proceedings,2877,2021,https://dblp.org/db/conf/www/knod2021.html
69679,"Proceedings of the 8th Workshop on Cloud Technologies in Education (CTE 2020), Kryvyi Rih, Ukraine, December 18, 2020.",CEUR Workshop Proceedings,2879,2021,https://dblp.org/db/conf/cte/cte2020.html
69707,"WiP Proceedings of the International Conference on Localization and GNSS (ICL-GNSS 2021), Tampere, Finland, June 1-3, 2021.",CEUR Workshop Proceedings,2880,2021,https://dblp.org/db/conf/icl-gnss/icl-gnss2021wip.html
69758,"Working Notes Proceedings of the MediaEval 2020 Workshop, Online, 14-15 December 2020.",CEUR Workshop Proceedings,2882,2021,https://dblp.org/db/conf/mediaeval/mediaeval2020.html
69785,"Proceedings of the 5th International GamiFIN Conference, Levi, Finland, April 7-9, 2021 - (Organized as an online conference).",CEUR Workshop Proceedings,2883,2021,https://dblp.org/db/conf/gamifin/gamifin2021.html
69836,"Proceedings of the Ninth International Workshop on Behavior Change Support Systems co-located with the 16th International Conference on Persuasive Technology 2021 (Persuasive 2021), Bournemouth, UK, April 12th, 2021.",CEUR Workshop Proceedings,2885,2021,https://dblp.org/db/conf/persuasive/bcss2021.html
69863,"Proceedings of the 3rd International Workshop and Challenge on Computer Vision in Endoscopy (EndoCV 2021) co-located with with the 18th IEEE International Symposium on Biomedical Imaging (ISBI 2021), Nice, France, April 13, 2021.",CEUR Workshop Proceedings,2886,2021,https://dblp.org/db/conf/isbi/endocv2021.html
69914,"Joint Proceedings of the Workshops on Automated Semantic Analysis of Information in Legal Text (ASAIL 2021) &amp; AI and Intelligent Assistance for Legal Professionals in the Digital Workplace (LegalAIIA 2021) held online in conjunction with 18th International Conference on Artificial Intelligence and Law (ICAIL 2021), São Paolo, Brazil (held online), June 21 &amp; 25, 2021.",CEUR Workshop Proceedings,2888,2021,https://dblp.org/db/conf/icail/asail2021.html
69965,"Proceedings of the 3rd EXplainable AI in Law Workshop (XAILA 2020) co-located with 33rd International Conference on Legal Knowledge and Information Systems (JURIX 2020), Prague, Czech Republic, December 9th, 2020.",CEUR Workshop Proceedings,2891,2021,https://dblp.org/db/conf/jurix/xaila2020.html
70016,"Proceedings of the 12th Majorov International Conference on Software Engineering and Computer Systems (MICSECS 2020), Saint Petersburg, Russia, December 10-11, 2020.",CEUR Workshop Proceedings,2893,2021,https://dblp.org/db/conf/micsecs/micsecs2020.html
70067,"Proceedings of the Third International Workshop on Inteligent Textbooks 2021 Co-located with 22nd International Conference on Artificial Intelligence in Education (AIED 2021), Online, June 15, 2021.",CEUR Workshop Proceedings,2895,2021,https://dblp.org/db/conf/aied/itextbooks2021.html
70118,"Proceedings of the 4th Workshop on Affective Content Analysis (AffCon 2021) co-located with Thirty-Fifth AAAI Conference on Artificial Intelligence (AAAI 2021), February 9, 2021.",CEUR Workshop Proceedings,2897,2021,https://dblp.org/db/conf/aaai/affcon2021.html
70145,"Proceedings of the 4th International Workshop on Augmented Reality in Education (AREdu 2021), Kryvyi Rih, Ukraine, May 11, 2021.",CEUR Workshop Proceedings,2898,2021,https://dblp.org/db/conf/aredu/aredu2021.html
70196,"Proceedings of Interoperability for Enterprise Systems and Applications Workshops co-located with 10th International Conference on Interoperability for Enterprise Systems and Applications (I-ESA 2020), Tarbes, France, November 17-19, 2020.",CEUR Workshop Proceedings,2900,2021,https://dblp.org/db/conf/iesa/iesa2020w.html
70223,"Short Paper Proceedings of the Workshop on Designing for/with/around Nature: Exploring new frontiers of outdoor-related HCI Co-located with 14th Biannual Conference of the Italian SIGCHI Chapter NatureHCI@CHItaly 2021, Bozen-Bolzano, Italy, July 11-13, 2021.",CEUR Workshop Proceedings,2901,2021,https://dblp.org/db/conf/chitaly/naturehci2021.html
70250,"Proceedings of the First International Workshop on Multimodal Artificial Intelligence in Education (MAIED 2021) At the 22nd International Conference on Artificial Intelligence in Education (AIED 2021), Online, June 14th, 2021.",CEUR Workshop Proceedings,2902,2021,https://dblp.org/db/conf/aied/maied2021.html
70277,"Joint Proceedings of the ACM IUI 2021 Workshops co-located with 26th ACM Conference on Intelligent User Interfaces (ACM IUI 2021), College Station, United States, April 13-17, 2021.",CEUR Workshop Proceedings,2903,2021,https://dblp.org/db/conf/iui/iui2021w.html
70328,"Proceedings of the Workshop on Automation Experience at the Workplace, AutomationXP 2021, co-located with the ACM Conference on Human Factors in Computing Systems (CHI 2021), Online Workshop (originally Yokohama, Japan), May 7, 2021.",CEUR Workshop Proceedings,2905,2021,https://dblp.org/db/conf/chi/axp2021.html
70355,"Proceedings of the Doctoral Consortium Papers Presented at the 33rd International Conference on Advanced Information Systems Engineering (CAiSE 2021), Melbourne, Australia, June 28 - July 2, 2021.",CEUR Workshop Proceedings,2906,2021,https://dblp.org/db/conf/caise/dc2021.html
70382,"Proceedings of the International Workshop on Petri Nets and Software Engineering 2021 co-located with the 42nd International Conference on Application and Theory of Petri Nets and Concurrency (PETRI NETS 2021), Paris, France, June 25th, 2021 (due to COVID-19: virtual conference).",CEUR Workshop Proceedings,2907,2021,https://dblp.org/db/conf/apn/pnse2021.html
70409,"Proceedings of the 19th International Workshop on Satisfiability Modulo Theories co-located with 33rd International Conference on Computer Aided Verification(CAV 2021), Online (initially located in Los Angeles, USA), July 18-19, 2021.",CEUR Workshop Proceedings,2908,2021,https://dblp.org/db/conf/smt/smt2021.html
70460,"Proceedings of the International Workshop on Digital Technologies for Teaching and Learning (DTTL-2021), Kazan, Russia, March 22-28, 2021.",CEUR Workshop Proceedings,2910,2021,https://dblp.org/db/conf/dttl/dttl2021.html
70511,"Proceedings of the 19th Belgium-Netherlands Software Evolution Workshop, BENEVOL 2020, Luxembourg, December 3-4, 2020.",CEUR Workshop Proceedings,2912,2021,https://dblp.org/db/conf/benevol/benevol2020.html
70538,"Proceedings of the 3rd International Workshop on Information, Computation, and Control Systems for Distributed Environments, ICCS-DE 2021, Irkutsk, Russia, July 5-9, 2021.",CEUR Workshop Proceedings,2913,2021,https://dblp.org/db/conf/iccs-de/iccs-de2021.html
70589,"Proceedings of the 26th International Conference on Information Society and University Studies (IVUS 2021), Kaunas, Lithuania, April 23, 2021.",CEUR Workshop Proceedings,2915,2021,https://dblp.org/db/conf/ivus/ivus2021.html
70616,"Proceedings of the Workshop on Artificial Intelligence Safety 2021 co-located with the Thirtieth International Joint Conference on Artificial Intelligence (IJCAI 2021), Virtual, August, 2021.",CEUR Workshop Proceedings,2916,2021,https://dblp.org/db/conf/ijcai/aisafety2021.html
70643,"Modern Machine Learning Technologies and Data Science Workshop. Proc. 3rd International Workshop (MoMLeT&amp;DS 2021). Volume I: Main Conference, Lviv-Shatsk, Ukraine, June 5-6, 2021.",CEUR Workshop Proceedings,2917,2021,https://dblp.org/db/conf/momlet/momlet2021.html
70670,"Joint Proceedings of the 2nd International Workshop on Deep Learning meets Ontologies and Natural Language Processing (DeepOntoNLP 2021) &amp; 6th International Workshop on Explainable Sentiment Mining and Emotion Detection (X-SENTIMENT 2021) co-located with co-located with 18th Extended Semantic Web Conference 2021, Hersonissos, Greece, June 6th - 7th, 2021 (moved online).",CEUR Workshop Proceedings,2918,2021,https://dblp.org/db/conf/esws/deepontonlp2021.html
70721,"Paper Proceedings of the Selected Papers on Publishing Papers with CEUR-WS co-located with Workshop on Cybersecurity Providing in Information and Telecommunication Systems (CPITS 2021), Kyiv, Ukraine, January 28, 2021 (online).",CEUR Workshop Proceedings,2923,2021,https://dblp.org/db/conf/cpits/cpits2021.html
70772,"Proceedings of the First International Conference ""Algebras, graphs and ordered sets"", ALGOS 2020, Online (originally planned in Nancy, France), August 26-28, 2020.",CEUR Workshop Proceedings,2925,2021,https://dblp.org/db/conf/algos/algos2020.html
70799,"Proceedings of the Second Workshop on Artificial Intelligence for Function, Disability, and Health co-located with the 2021 International Joint Conference on Artificial Intelligence, AI4Function@IJCAI 2021, Online, August 20-21, 2021.",CEUR Workshop Proceedings,2926,2021,https://dblp.org/db/conf/ijcai/ai4function2021.html
70850,"Proceedings of the 2nd Workshop on Search, Exploration, and Analysis in Heterogeneous Datastores (SEA-Data 2021) co-located with 47th International Conference on Very Large Data Bases (VLDB 2021), Copenhagen, Denmark, August 20, 2021.",CEUR Workshop Proceedings,2929,2021,https://dblp.org/db/conf/vldb/seadata2021.html
70901,"Proceedings of the 10th International Conference on Biomedical Ontology (ICBO 2019), Buffalo, New York, USA, July 30 - August 2, 2019.",CEUR Workshop Proceedings,2931,2021,https://dblp.org/db/conf/icbo/icbo2019.html
70928,"Proceedings of the 2nd Crowd Science Workshop: Trust, Ethics, and Excellence in Crowdsourced Data Management at Scale co-located with 47th International Conference on Very Large Data Bases (VLDB 2021), Copenhagen, Denmark, August 20, 2021.",CEUR Workshop Proceedings,2932,2021,https://dblp.org/db/conf/csw/csw2021.html
70979,"Proceedings of the Working Notes of CLEF 2021 - Conference and Labs of the Evaluation Forum, Bucharest, Romania, September 21st - to - 24th, 2021.",CEUR Workshop Proceedings,2936,2021,https://dblp.org/db/conf/clef/clef2021w.html
71030,"Proceedings of the International Workshop on BPM Problems to Solve Before We Die (PROBLEMS 2021) co-located with the 19th International Conference on Business Process Management (BPM 2021), Rome, Italy, September 6-10, 2021.",CEUR Workshop Proceedings,2938,2021,https://dblp.org/db/conf/bpm/problems2021.html
71057,"Proceedings of the 3rd International Workshop Semantics And The Web For Transport co-located with Semantics Conference (SEMANTiCS 2021), Online, September 6, 2021.",CEUR Workshop Proceedings,2939,2021,https://dblp.org/db/conf/i-semantics/sem4tra2021.html
71084,"Proceedings of the Italian Conference on Cybersecurity, ITASEC 2021, All Digital Event, April 7-9, 2021.",CEUR Workshop Proceedings,2940,2021,https://dblp.org/db/conf/itasec/itasec2021.html
71111,"Joint Proceedings of the Semantics co-located events: Poster&amp;Demo track and Workshop on Ontology-Driven Conceptual Modelling of Digital Twins co-located with Semantics 2021, Amsterdam and Online, September 6-9, 2021.",CEUR Workshop Proceedings,2941,2021,https://dblp.org/db/conf/i-semantics/semantics2021pd.html
71162,"Proceedings of the Iberian Languages Evaluation Forum (IberLEF 2021) co-located with the Conference of the Spanish Society for Natural Language Processing (SEPLN 2021), XXXVII International Conference of the Spanish Society for Natural Language Processing., Málaga, Spain, September, 2021.",CEUR Workshop Proceedings,2943,2021,https://dblp.org/db/conf/sepln/iberlef2021.html
71189,"Proceedings of the First Workshop on Current Trends in Text Simplification (CTTS 2021) co-located with the 37th Conference of the Spanish Society for Natural Language Processing (SEPLN2021), Online (initially located in Málaga, Spain), September 21st, 2021.",CEUR Workshop Proceedings,2944,2021,https://dblp.org/db/conf/sepln/ctts2021.html
71216,"Proceedings of the 23rd International Configuration Workshop (CWS/ConfWS 2021), Vienna, Austria, 16-17 September, 2021.",CEUR Workshop Proceedings,2945,2021,https://dblp.org/db/conf/confws/confws2021.html
71243,"Proceedings of the Workshop on information technology and scientific computing in the framework of the XI International Conference Information and Telecommunication Technologies and Mathematical Modeling of High-Tech Systems, Moscow, Russian, April 19th - to - 23rd, 2021.",CEUR Workshop Proceedings,2946,2021,https://dblp.org/db/conf/ittmm/ittmm2021.html
71270,"Proceedings of the 11th Italian Information Retrieval Workshop 2021, Bari, Italy, September 13-15, 2021.",CEUR Workshop Proceedings,2947,2021,https://dblp.org/db/conf/iir/iir2021.html
71297,"Proceedings of the 8th Joint Workshop on Interfaces and Human Decision Making for Recommender Systems co-located with 15th ACM Conference on Recommender Systems (RecSys 2021), Online Event, September 25 and September 29, 2021.",CEUR Workshop Proceedings,2948,2021,https://dblp.org/db/conf/recsys/intrs2021.html
71324,"Proceedings of the International Joint Workshop on Semantic Web and Ontology Design for Cultural Heritage co-located with the Bolzano Summer of Knowledge 2021 (BOSK 2021), Virtual Event / ozen-Bolzano, Italy, September 20-21, 2021.",CEUR Workshop Proceedings,2949,2021,https://dblp.org/db/conf/swodch/swodch2021.html
71351,"Proceedings of the Second International Conference on Design of Experimental Search &amp; Information REtrieval Systems, Padova, Italy, September 15-18, 2021.",CEUR Workshop Proceedings,2950,2021,https://dblp.org/db/conf/desires/desires2021.html
71378,"Proceedings of the 29th International Workshop on Concurrency, Specification and Programming (CS&amp;P 2021), Berlin, Germany, September 27-28, 2021.",CEUR Workshop Proceedings,2951,2021,https://dblp.org/db/conf/csp/csp2021.html
71405,"Proceedings of the 1st Italian Forum on Business Process Management co-located with the 19th International Conference of Business Process Management (BPM 2021), Rome, Italy, September 10th, 2021.",CEUR Workshop Proceedings,2952,2021,https://dblp.org/db/conf/bpm/itbpm2021.html
71456,"Proceedings of the 34th International Workshop on Description Logics (DL 2021) part of Bratislava Knowledge September (BAKS 2021), Bratislava, Slovakia, September 19th to 22nd, 2021.",CEUR Workshop Proceedings,2954,2021,https://dblp.org/db/conf/dlog/dlog2021.html
71483,"Proceedings of the Perspectives on the Evaluation of Recommender Systems Workshop 2021 co-located with the 15th ACM Conference on Recommender Systems (RecSys 2021), Amsterdam, The Netherlands, September 25, 2021.",CEUR Workshop Proceedings,2955,2021,https://dblp.org/db/conf/recsys/perspectives2021.html
71510,"Proceedings of the 15th International Rule Challenge, 7th Industry Track, and 5th Doctoral Consortium @ RuleML+RR 2021 co-located with 17th Reasoning Web Summer School (RW 2021) and 13th DecisionCAMP 2021 as part of Declarative AI 2021, Leuven, Belgium (virtual due to Covid-19 pandemic), 8 - 15 September, 2021.",CEUR Workshop Proceedings,2956,2021,https://dblp.org/db/conf/ruleml/ruleml2021s.html
71537,"Proceedings of the Swiss Text Analytics Conference 2021, Winterthur, Switzerland, June 14-16, 2021 (held online due to COVID19 pandemic).",CEUR Workshop Proceedings,2957,2021,https://dblp.org/db/conf/swisstext/swisstext2021.html
71564,"Proceedings of the ER Demos and Posters 2021 co-located with 40th International Conference on Conceptual Modeling (ER 2021), St. John's, NL, Canada, October 18-21, 2021.",CEUR Workshop Proceedings,2958,2021,https://dblp.org/db/conf/er/erd2021.html
71591,"Proceedings of the 1st Workshop on Multi-Objective Recommender Systems (MORS 2021) co-located with 15th ACM Conference on Recommender Systems (RecSys 2021), Amsterdam, The Netherlands, September 25, 2021.",CEUR Workshop Proceedings,2959,2021,https://dblp.org/db/conf/recsys/mors2021.html
71618,"Joint Workshop Proceedings of the 3rd Edition of Knowledge-aware and Conversational Recommender Systems (KaRS) and the 5th Edition of Recommendation in Complex Environments (ComplexRec) co-located with 15th ACM Conference on Recommender Systems (RecSys 2021), Virtual Event, Amsterdam, The Netherlands, September 25, 2021.",CEUR Workshop Proceedings,2960,2021,https://dblp.org/db/conf/recsys/kars2021.html
71645,"Proceedings of the 7th Workshop on Formal and Cognitive Reasoning co-located with the 44th German Conference on Artificial Intelligence (KI 2021), September 28, 2021.",CEUR Workshop Proceedings,2961,2021,https://dblp.org/db/conf/ki/fcr2021.html
71672,"Proceedings of the 21st Conference Information Technologies - Applications and Theory (ITAT 2021), Hotel Heľpa, Nízke Tatry and Muránska planina, Slovakia, September 24-28, 2021.",CEUR Workshop Proceedings,2962,2021,https://dblp.org/db/conf/itat/itat2021.html
71699,"Proceedings of the 22nd Workshop ""From Objects to Agents"", Bologna, Italy, September 1-3, 2021.",CEUR Workshop Proceedings,2963,2021,https://dblp.org/db/conf/woa/woa2021.html
71726,"Proceedings of the AAAI 2021 Spring Symposium on Combining Artificial Intelligence and Machine Learning with Physical Sciences, Stanford, CA, USA, March 22nd - to - 24th, 2021.",CEUR Workshop Proceedings,2964,2021,https://dblp.org/db/conf/aaaiss/mlps2021.html
71777,"Proceedings of the Annual Conference of the Spanish Association for Natural Language Processing: Projects and Demonstrations (SEPLN-PD 2021) co-located with the Conference of the Spanish Society for Natural Language Processing (SEPLN 2021), Málaga, Spain, September, 2021.",CEUR Workshop Proceedings,2968,2021,https://dblp.org/db/conf/sepln/sepln2021pd.html
71804,"Proceedings of the Joint Ontology Workshops 2021 Episode VII: The Bolzano Summer of Knowledge co-located with the 12th International Conference on Formal Ontology in Information Systems (FOIS 2021), and the 12th International Conference on Biomedical Ontologies (ICBO 2021), Bolzano, Italy, September 11-18, 2021.",CEUR Workshop Proceedings,2969,2021,https://dblp.org/db/conf/jowo/jowo2021.html
71831,"Proceedings of the International Conference on Logic Programming 2021 Workshops co-located with the 37th International Conference on Logic Programming (ICLP 2021), Porto, Portugal (virtual), September 20th-21st, 2021.",CEUR Workshop Proceedings,2970,2021,https://dblp.org/db/conf/iclp/iclp2021w.html
71858,"Proceedings of the VLDB 2021 PhD Workshop co-located with the 47th International Conference on Very Large Databases (VLDB 2021), Copenhagen, Denmark, August 16, 2021.",CEUR Workshop Proceedings,2971,2021,https://dblp.org/db/conf/vldb/phd2021.html
71885,"Proceedings of the 9th International Workshop ""What can FCA do for Artificial Intelligence?"" co-located with the 30th International Joint Conference on Artificial Intelligence (IJCAI 2021), Montréal, Québec, Canada, August 21, 2021.",CEUR Workshop Proceedings,2972,2021,https://dblp.org/db/conf/ijcai/fca4ai2021.html
71912,"Proceedings of the Best Dissertation Award, Doctoral Consortium, and Demonstration &amp; Resources Track at BPM 2021 co-located with 19th International Conference on Business Process Management (BPM 2021), Rome, Italy, September 6th - to - 10th, 2021.",CEUR Workshop Proceedings,2973,2021,https://dblp.org/db/conf/bpm/bpmd2021.html
71963,"Proceedings of the Workshop on Digital Infrastructures for Scholarly Content Objects (DISCO 2021) co-located with ACM/IEEE Joint Conference on Digital Libraries 2021(JCDL 2021), Online (Due to the Global Pandemic), September 30, 2021.",CEUR Workshop Proceedings,2976,2021,https://dblp.org/db/conf/jcdl/disco2021.html
71990,"Proceedings of the 4th International Workshop on Geospatial Linked Data (GeoLD) Co-located with the 18th Extended Semantic Web Conference (ESWC 2021), Virtual event (instead of Hersonissos, Greece), June 7th, 2021.",CEUR Workshop Proceedings,2977,2021,https://dblp.org/db/conf/esws/geold2021.html
72017,"ECSA 2021 Companion Volume, Virtual (originally: Växjö, Sweden), 13-17 September, 2021.",CEUR Workshop Proceedings,2978,2021,https://dblp.org/db/conf/ecsa/ecsa2021c.html
72044,"Proceedings of the First International Workshop on Multimodal Immersive Learning Systems (MILeS 2021) At the Sixteenth European Conference on Technology Enhanced Learning: Technology-Enhanced Learning for a Free, Safe, and Sustainable World. (EC-TEL 2021), Online (Bozen-Bolzano, Italy), September 20-24, 2021.",CEUR Workshop Proceedings,2979,2021,https://dblp.org/db/conf/ectel/miles2021.html
72071,"Proceedings of the ISWC 2021 Posters, Demos and Industry Tracks: From Novel Ideas to Industrial Practice co-located with 20th International Semantic Web Conference (ISWC 2021), Virtual Conference, October 24-28, 2021.",CEUR Workshop Proceedings,2980,2021,https://dblp.org/db/conf/semweb/iswc2021p.html
72098,"Proceedings of the 6th International Workshop on Computational History (HistoInformatics 2021) co-located with ACM/IEEE Joint Conference on Digital Libraries 2021 (JCDL 2021), Online event, September 30-October 1, 2021.",CEUR Workshop Proceedings,2981,2021,https://dblp.org/db/conf/jcdl/hi2021.html
72125,"Proceedings of the 2nd Wikidata Workshop (Wikidata 2021) co-located with the 20th International Semantic Web Conference (ISWC 2021), Virtual Conference, October 24, 2021.",CEUR Workshop Proceedings,2982,2021,https://dblp.org/db/conf/semweb/wikidata2021.html
72152,"Proceedings of the 14th International iStar Workshop (iStar 2021), co-located with 40th International Conference on Conceptual Modeling (ER 2021), St. Johns (NL), Canada, October 18, 2021.",CEUR Workshop Proceedings,2983,2021,https://dblp.org/db/conf/istar/istar2021.html
72179,"Proceedings for 4th Scientific-practical Workshop Information Technologies: Algorithms, Models, Systems, Irkutsk, Russia, September 14, 2021.",CEUR Workshop Proceedings,2984,2021,https://dblp.org/db/conf/itams/itams2021.html
