Column1,fromLine,toLine,valid,url,acronym,title,loctime,tdtitle,volname,editors,submittedBy,published,year,pubDate,number,urn,archive,desc,h1,volume_number,ceurpubdate,voltitle,homepage,h3,colocated,vol_number
1687,41850,41874,1,http://ceur-ws.org/Vol-1688/,Poster-RecSys 2016,Proceedings of the Poster Track of the 10th ACM Conference on Recommender Systems,"Boston, USA, September 17, 2016","Poster Proceedings of the 10th ACM Conference on Recommender Systems (Poster-RecSys 2016), Boston, USA, September 17, 2016.",Poster Proceedings of ACM RecSys 2016,"Ido Guy, Amit Sharma",Amit Sharma,2016/9/16,2016,2016/9/16 0:00,1688,urn:nbn:de:0074-1688-5,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-1688.zip,?,Poster-RecSys 2016Poster Proceedings of ACM RecSys 2016,Vol-1688,2016/9/16,Poster Proceedings of ACM RecSys 2016,https://recsys.acm.org/recsys16/accepted-contributions/#content-tab-1-4-tab,Proceedings of the Poster Track of the 10th ACM Conference on Recommender Systems (RecSys 2016),RecSys 2016,
1688,41823,41847,1,http://ceur-ws.org/Vol-1689/,VECoS 2016,Proceedings of the 10th Workshop on Verification and Evaluation of Computer and Communication System,"Tunis, Tunisia, October 6-7, 2016","Proceedings of the 10th Workshop on Verification and Evaluation of Computer and Communication System (VECoS 2016), Tunis, Tunisia, October 6-7, 2016.",Verification and Evaluation of Computer and Communication Systems 2016,"Mohamed Ghazel, Mohamed Jmaiel",Belgacem Ben Hedia,2016/9/26,2016,2016/9/26 0:00,1689,urn:nbn:de:0074-1689-2,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-1689.zip,?,VECoS 2016 Verification and Evaluation of Computer and Communication Systems,Vol-1689,2016/9/26,Verification and Evaluation of Computer and Communication Systems,http://vecos.ensta-paristech.fr/2016/,Proceedings of the 10th Workshop on Verification and Evaluation of Computer and Communication System,,
1689,41792,41820,1,http://ceur-ws.org/Vol-1690/,ISWC-P&D 2016,Proceedings of the ISWC 2016 Posters & Demonstrations Track,"Kobe, Japan, October 19, 2016","Proceedings of the ISWC 2016 Posters & Demonstrations Track, Kobe, Japan, October 19, 2016.",ISWC 2016 Posters & Demonstrations Track,"Takahiro Kawamura, Heiko Paulheim",Heiko Paulheim,2016/9/26,2016,2016/9/26 0:00,1690,urn:nbn:de:0074-1690-5,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-1690.zip,?,ISWC-P&D 2016 ISWC 2016 Posters & Demonstrations Track,Vol-1690,2016/9/26,ISWC 2016 Posters & Demonstrations Track,http://iswc2016.semanticweb.org/,Proceedings of the ISWC 2016 Posters & Demonstrations Track co-located with 15th International Semantic Web Conference (ISWC 2016),ISWC 2016,
1690,41762,41789,1,http://ceur-ws.org/Vol-1691/,#Microposts2016,Proceedings of the 6th Workshop on 'Making Sense of Microposts',"Montréal, Canada, April 11, 2016","Proceedings of the 6th Workshop on 'Making Sense of Microposts' (#Microposts2016), Montréal, Canada, April 11, 2016.",Making Sense of Microposts 2016,"Aba-Sah Dadzie, Daniel Preoţiuc-Pietro, Danica Radovanović, Amparo E. Cano Basave, Katrin Weller",Aba-Sah Dadzie,2016/10/2,2016,2016/10/2 0:00,1691,urn:nbn:de:0074-1691-8,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-1691.zip,?,#Microposts2016 Making Sense of Microposts: Big things come in small packages,Vol-1691,2016/10/2,Making Sense of Microposts: Big things come in small packages,http://microposts2016.seas.upenn.edu,Proceedings of the 6th Workshop on 'Making Sense of Microposts' co-located with the 25th International World Wide Web Conference (WWW 2016),WWW 2016,
1691,41736,41759,1,http://ceur-ws.org/Vol-1692/,ODLS 2016,Proceedings of the 7th Workshop on Ontologies and Data in Life Sciences,"Halle (Saale), Germany, September 29-30, 2016","Proceedings of the 7th Workshop on Ontologies and Data in Life Sciences (ODLS 2016), Halle (Saale), Germany, September 29-30, 2016.",Ontologies and Data in Life Sciences 2016,"Frank Loebe, Martin Boeker, Heinrich Herre, Ludger Jansen, Daniel Schober",Frank Loebe,2016/9/27,2016,2016/9/27 0:00,1692,urn:nbn:de:0074-1692-2,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-1692.zip,?,ODLS 2016 Ontologies and Data in Life Sciences,Vol-1692,2016/9/27,Ontologies and Data in Life Sciences,https://wiki.imise.uni-leipzig.de/Gruppen/OBML/Workshops/2016-ODLS,"Proceedings of the 7th Workshop on Ontologies and Data in Life Sciences, organized by the GI Workgroup Ontologies in Biomedicine and Life Sciences (OBML)",,
1692,41707,41733,1,http://ceur-ws.org/Vol-1693/,PAME-VOLT 2016,Joint Proceedings of the Second International Workshop on Patterns in Model Engineering and the Fifth International Workshop on the Verification of Model Transformation,"Saint-Malo, France, October 2-3, 2016","Joint Proceedings of the Second International Workshop on Patterns in Model Engineering and the Fifth International Workshop on the Verification of Model Transformation (PAME-VOLT 2016), Saint-Malo, France, October 2-3, 2016.",Patterns in Model Engineering & Verification of Model Transformation 2016,"Huseyin Ergin, Richard F. Paige, Eugene Syriani, Steffen Zschaler, Moussa Amrani",Huseyin Ergin,2016/9/28,2016,2016/9/28 0:00,1693,urn:nbn:de:0074-1693-6,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-1693.zip,?,PAME-VOLT 2016 Patterns in Model Engineering & Verification of Model Transformation,Vol-1693,2016/9/28,Patterns in Model Engineering & Verification of Model Transformation,http://models2016.irisa.fr/workshops/,"Joint Proceedings of the Second International Workshop on Patterns in Model Engineering and the Fifth International Workshop on the Verification of Model Transformation, co-located with ACM/IEEE 19th International Conference on Model Driven Engineering Languages and Systems (MoDELS 2016)",MoDELS 2016,
1693,41681,41704,1,http://ceur-ws.org/Vol-1694/,FlexMDE 2016,Proceedings of the 2nd Workshop on Flexible Model Driven Engineering,"Saint-Malo, France, October 2, 2016","Proceedings of the 2nd Workshop on Flexible Model Driven Engineering (FlexMDE 2016), Saint-Malo, France, October 2, 2016.",Flexible Model Driven Engineering 2016,"Davide Di Ruscio, Juan de Lara, Alfonso Pierantonio",Davide Di Ruscio,2016/9/29,2016,2016/9/29 0:00,1694,urn:nbn:de:0074-1694-9,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-1694.zip,?,FlexMDE 2016 Flexible Model Driven Engineering,Vol-1694,2016/9/29,Flexible Model Driven Engineering,http://www.di.univaq.it/flexmde,Proceedings of the 2nd Workshop on Flexible Model Driven Engineering co-located with ACM/IEEE 19th International Conference on Model Driven Engineering Languages & Systems (MoDELS 2016),MoDELS 2016,
1694,41654,41678,1,http://ceur-ws.org/Vol-1695/,SEMPDS-2016,Joint Proceedings of the Posters and Demos Track of the 12th International Conference on Semantic Systems - SEMANTiCS2016 and the 1st International Workshop on Semantic Change & Evolving Semantics (SuCCESS'16),"Leipzig, Germany, September 12-15, 2016","Joint Proceedings of the Posters and Demos Track of the 12th International Conference on Semantic Systems - SEMANTiCS2016 and the 1st International Workshop on Semantic Change & Evolving Semantics (SuCCESS'16), Leipzig, Germany, September 12-15, 2016.",Posters&Demos@SEMANTiCS 2016 and SuCCESS'16 Workshop,"Michael Martin, Martí Cuquet, Erwin Folmer",Martí Cuquet,2016/9/30,2016,2016/9/30 0:00,1695,urn:nbn:de:0074-1695-3,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-1695.zip,?,SEMPDS-2016 Posters&Demos@SEMANTiCS 2016 and SuCCESS'16 Workshop,Vol-1695,2016/9/30,Posters&Demos@SEMANTiCS 2016 and SuCCESS'16 Workshop,,Joint Proceedings of the Posters and Demos Track of the 12th International Conference on Semantic Systems - SEMANTiCS2016 and the 1st International Workshop on Semantic Change & Evolving Semantics (SuCCESS'16) co-located with the 12th International Conference on Semantic Systems (SEMANTiCS 2016),SEMANTiCS 2016,
1695,41627,41651,1,http://ceur-ws.org/Vol-1696/,SIDEWAYS 2016,Proceedings of the 2nd International Workshop on Social Media World Sensors,"Portoroz, Slovenia, May 24, 2016","Proceedings of the 2nd International Workshop on Social Media World Sensors (SIDEWAYS 2016), co-located with 10th International Conference on Language Resources and Evaluation (LREC 2016), Portoroz, Slovenia, May 24, 2016.",Social Media World Sensors 2016,"Luigi Di Caro, Mario Cataldi, Claudio Schifanella",Luigi Di Caro,2016/10/1,2016,2016/10/1 0:00,1696,urn:nbn:de:0074-1696-7,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-1696.zip,?,SIDEWAYS 2016 Social Media World Sensors,Vol-1696,2016/10/1,Social Media World Sensors,http://linc.iut.univ-paris8.fr/sideways/,Proceedings of the 2nd International Workshop on Social Media World Sensors co-located with 10th International Conference on Language Resources and Evaluation (LREC 2016),LREC 2016,
1696,41600,41624,1,http://ceur-ws.org/Vol-1697/,EWiLi 2016,Proceedings of the Embedded Operating Systems Workshop,"Pittsburgh PA, USA, October 6, 2016","Proceedings of the Embedded Operating Systems Workshop (EWiLi 2016), Pittsburgh PA, USA, October 6, 2016.",Embedded Operating Systems Workshop 2016,"Jalil Boukhobza, Marco Dominico Santambrogio, Frank Singhoff",Jalil Boukhobza,2016/10/2,2016,2016/10/2 0:00,1697,urn:nbn:de:0074-1697-0,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-1697.zip,?,EWiLi 2016 Embedded Operating Systems Workshop,Vol-1697,2016/10/2,Embedded Operating Systems Workshop,http://syst.univ-brest.fr/ewili2016/,Proceedings of the Embedded Operating Systems Workshop co-located with the Embedded Systems Week (ESWEEK 2016),ESWEEK 2016,
1697,41571,41597,1,http://ceur-ws.org/Vol-1698/,CS&P 2016,"Proceedings of the 25th International Workshop on Concurrency, Specification and Programming","Rostock, Germany, September 28-30, 2016","Proceedings of the 25th International Workshop on Concurrency, Specification and Programming (CS&P 2016), Rostock, Germany, September 28-30, 2016.","Concurrency, Specification and Programming 2016",Bernd-Holger Schlingloff,Bernd-Holger Schlingloff,2016/10/8,2016,2016/10/8 0:00,1698,urn:nbn:de:0074-1698-4,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-1698.zip,?,"CS&P 2016 Concurrency, Specification and Programming",Vol-1698,2016/10/8,"Concurrency, Specification and Programming",http://www2.informatik.hu-berlin.de/csp2016/index.html,"Proceedings of the 25th International Workshop on Concurrency, Specification and Programming",,
1698,41543,41568,1,http://ceur-ws.org/Vol-1699/,LD4IE 2016,Proceedings of the Fourth International Workshop on Linked Data for Information Extraction,"Kobe, Japan, October 18, 2016","Proceedings of the Fourth International Workshop on Linked Data for Information Extraction (LD4IE 2016), Kobe, Japan, October 18, 2016.",Linked Data for Information Extraction 2016,"Anna Lisa Gentile, Claudia d'Amato, Ziqi Zhang, Heiko Paulheim",Anna Lisa Gentile,2016/10/4,2016,2016/10/4 0:00,1699,urn:nbn:de:0074-1699-1,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-1699.zip,?,LD4IE 2016Linked Data for Information Extraction,Vol-1699,2016/10/4,Linked Data for Information Extraction,http://web.informatik.uni-mannheim.de/ld4ie2016,Proceedings of the Fourth International Workshop on Linked Data for Information Extraction co-located with 15th International Semantic Web Conference (ISWC 2016),ISWC 2016,
1699,41517,41540,1,http://ceur-ws.org/Vol-1700/,BLINK 2016,Proceedings of the Workshop on Benchmarking Linked Data,"Kobe, Japan, October 18, 2016","Proceedings of the Workshop on Benchmarking Linked Data (BLINK 2016), Kobe, Japan, October 18, 2016.",Benchmarking Linked Data 2016,"Irini Fundulaki, Anastasia Krithara, Axel-Cyrille Ngonga Ngomo, Vassiliki Rentoumi",Anastasia Krithara,2016/10/6,2016,2016/10/6 0:00,1700,urn:nbn:de:0074-1700-3,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-1700.zip,?,BLINK 2016Benchmarking Linked Data,Vol-1700,2016/10/6,Benchmarking Linked Data,https://project-hobbit.eu/events/blink-2016/,Proceedings of the Workshop on Benchmarking Linked Data (BLINK 2016) co-located with the 15th International Semantic Web Conference (ISWC),ISWC,
1700,41486,41514,1,http://ceur-ws.org/Vol-1701/,EMISA 2016,Proceedings of the 7th International Workshop on Enterprise Modeling and Information Systems Architectures (EMISA 2016): Fachgruppentreffen der GI-Fachgruppe Entwicklungsmethoden für Informationssysteme und deren Anwendung,"Vienna, Austria, October 3-4, 2016","Proceedings of the 7th International Workshop on Enterprise Modeling and Information Systems Architectures (EMISA 2016): Fachgruppentreffen der GI-Fachgruppe Entwicklungsmethoden für Informationssysteme und deren Anwendung, Vienna, Austria, October 3-4, 2016.",Enterprise Modeling and Information Systems Architectures 2016,"Jan Mendling, Stefanie Rinderle-Ma",Jan Mendling,2016/10/6,2016,2016/10/6 0:00,1701,urn:nbn:de:0074-1701-6,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-1701.zip,?,EMISA 2016 Enterprise Modeling and Information Systems Architectures,Vol-1701,2016/10/6,Enterprise Modeling and Information Systems Architectures,https://aic.ai.wu.ac.at/emisa2016/,Proceedings of the 7th International Workshop on Enterprise Modeling and Information Systems Architectures (EMISA 2016): Fachgruppentreffen der GI-Fachgruppe Entwicklungsmethoden für Informationssysteme und deren Anwendung,,
1701,41459,41483,1,http://ceur-ws.org/Vol-1702/,TASS 2016,Proceedings of TASS 2016: Workshop on Sentiment Analysis at SEPLN,"Salamanca, Spain, September 13th, 2016","Proceedings of TASS 2016: Workshop on Sentiment Analysis at SEPLN, Salamanca, Spain, September 13th, 2016.",Workshop on Sentiment Analysis at SEPLN 2016,"Julio Villena Román, Miguel Á. García Cumbreras, Eugenio Martínez Cámara,",Eugenio Martínez Cámara,2016/10/7,2016,2016/10/7 0:00,1702,urn:nbn:de:0074-1702-0,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-1702.zip,?,TASS 2016 Workshop on Sentiment Analysis at SEPLN,Vol-1702,2016/10/7,Workshop on Sentiment Analysis at SEPLN,http://www.sepln.org/workshops/tass/2016/tass2016.php,Proceedings of TASS 2016: Workshop on Sentiment Analysis at SEPLN co-located with 32nd SEPLN Conference (SEPLN 2016),SEPLN 2016,
1702,41430,41456,1,http://ceur-ws.org/Vol-1703/,FCA4AI 2016,"Proceedings of the 5th International Workshop ""What can FCA do for Artificial Intelligence""?","The Hague, the Netherlands, August 30, 2016","Proceedings of the 5th International Workshop ""What can FCA do for Artificial Intelligence?"" (FCA4AI 2016), The Hague, The Netherlands, August 30, 2016.",What can FCA do for Artificial Intelligence 2016,"Sergei O. Kuznetsov, Amedeo Napoli, Sebastian Rudolph",Amedeo Napoli,2016/10/7,2016,2016/10/7 0:00,1703,urn:nbn:de:0074-1703-3,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-1703.zip,?,FCA4AI 2016 What can FCA do for Artificial Intelligence?,Vol-1703,2016/10/7,What can FCA do for Artificial Intelligence?,https://fca4ai.hse.ru/2016,"Proceedings of the 5th International Workshop ""What can FCA do for Artificial Intelligence""? co-located with the European Conference on Artificial Intelligence ECAI 2016",ECAI 2016,
1703,41404,41427,1,http://ceur-ws.org/Vol-1704/,VOILA 2016,Proceedings of the Second International Workshop on Visualization and Interaction for Ontologies and Linked Data,"Kobe, Japan, October 17, 2016","Proceedings of the 2nd International Workshop on Visualization and Interaction for Ontologies and Linked Data (VOILA 2016), Kobe, Japan, October 17, 2016.",Visualization and Interaction for Ontologies and Linked Data 2016,"Valentina Ivanova, Patrick Lambrix, Steffen Lohmann, Catia Pesquita",Valentina Ivanova,2016/10/8,2016,2016/10/8 0:00,1704,urn:nbn:de:0074-1704-7,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-1704.zip,?,VOILA 2016 Visualization and Interaction for Ontologies and Linked Data,Vol-1704,2016/10/8,Visualization and Interaction for Ontologies and Linked Data,http://voila2016.visualdataweb.org/,Proceedings of the Second International Workshop on Visualization and Interaction for Ontologies and Linked Data co-located with the 15th International Semantic Web Conference (ISWC 2016),ISWC 2016,
1704,41378,41401,1,http://ceur-ws.org/Vol-1705/,EnCHIReS 2016,Proceedings of the Workshop on Engineering Computer-Human Interaction in Recommender Systems,"Bruxelles, Belgium, June 21, 2016","Proceedings of the Workshop on Engineering Computer-Human Interaction in Recommender Systems (EnCHIReS 2016), Bruxelles, Belgium, June 21, 2016.",Engineering Computer-Human Interaction in Recommender Systems 2016,"Ludovico Boratto, Lucio Davide Spano, Salvatore Mario Carta, Gianni Fenu",Lucio Davide Spano,2016/10/11,2016,2016/10/11 0:00,1705,urn:nbn:de:0074-1705-0,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-1705.zip,?,EnCHIReS 2016 Engineering Computer-Human Interaction in Recommender Systems,Vol-1705,2016/10/11,Engineering Computer-Human Interaction in Recommender Systems,http://sites.unica.it/enchires/,Proceedings of the Workshop on Engineering Computer-Human Interaction in Recommender Systems co-located with the 8th ACM SIGCHI Symposium on Engineering Interactive Computing Systems (EICS 2016),EICS 2016,
1705,41351,41375,1,http://ceur-ws.org/Vol-1706/,ME 2016,Proceedings of the 10th Workshop on Models and Evolution,"Saint-Malo, France, October 2, 2016","Proceedings of the 10th Workshop on Models and Evolution (ME 2016), Saint-Malo, France, October 2, 2016.",Models and Evolution 2016,"Tanja Mayerhofer, Alfonso Pierantonio, Bernhard Schätz, Dalila Tamzalit",Tanja Mayerhofer,2016/10/13,2016,2016/10/13 0:00,1706,urn:nbn:de:0074-1706-4,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-1706.zip,?,ME 2016 Models and Evolution,Vol-1706,2016/10/13,Models and Evolution,http://www.models-and-evolution.com/2016/,Proceedings of the 10th Workshop on Models and Evolution co-located with ACM/IEEE 19th International Conference on Model Driven Engineering Languages and Systems (MODELS 2016),MODELS 2016,
1706,41325,41348,1,http://ceur-ws.org/Vol-1707/,AL@iKNOW 2016,"Proceedings of the Workshop on Active Learning: Applications, Foundations and Emerging Trends","Graz, Austria, October 18, 2016","Proceedings of the Workshop on Active Learning: Applications, Foundations and Emerging Trends (AL@iKNOW 2016), Graz, Austria, October 18, 2016.","Active Learning: Applications, Foundations and Emerging Trends 2016","Georg Krempl, Vincent Lemaire, Edwin Lughofer, Daniel Kottke",Georg Krempl,2016/10/13,2016,2016/10/13 0:00,1707,urn:nbn:de:0074-1707-7,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-1707.zip,?,"AL@iKNOW 2016 Active Learning: Applications, Foundations and Emerging Trends",Vol-1707,2016/10/13,"Active Learning: Applications, Foundations and Emerging Trends",http://vincentlemaire-labs.fr/iknow2016/,"Proceedings of the Workshop on Active Learning: Applications, Foundations and Emerging Trends co-located with International Conference on Knowledge Technologies and Data-driven Business (i-KNOW 2016)",i-KNOW 2016,
1707,41299,41322,1,http://ceur-ws.org/Vol-1708/,MeGSuS 2016,Proceedings of the 3rd International Workshop on Measurement and Metrics for Green and Sustainable Software Systems,"Ciudad Real, Spain, September 7, 2016","Proceedings of the 3rd International Workshop on Measurement and Metrics for Green and Sustainable Software Systems (MeGSuS 2016), Ciudad Real, Spain, September 7, 2016.",Measurement and Metrics for Green and Sustainable Software Systems 2016,"Nelly Condori-Fernández, Giuseppe Procaccianti, Coral Calero, Alessandra Bagnato",Giuseppe Procaccianti,2016/10/15,2016,2016/10/15 0:00,1708,urn:nbn:de:0074-1708-1,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-1708.zip,?,MeGSuS 2016Measurement and Metrics for Green and Sustainable Software Systems,Vol-1708,2016/10/15,Measurement and Metrics for Green and Sustainable Software Systems,http://alarcos.esi.uclm.es/eseiw2016/megsus/index.html,Proceedings of the 3rd International Workshop on Measurement and Metrics for Green and Sustainable Software Systems co-located with 10th International Symposium on Empirical Software Engineering and Measurement (ESEM 2016),ESEM 2016,
1708,41273,41296,1,http://ceur-ws.org/Vol-1709/,BMDID 2016,Proceedings of the First International Workshop on Biomedical Data Integration and Discovery,"Kobe, Japan, October 17, 2016","Proceedings of the 1st International Workshop on Biomedical Data Integration and Discovery (BMDID 2016), Kobe, Japan, October 17, 2016.",Biomedical Data Integration and Discovery 2016,"Cui Tao, Guoqian Jiang, Dezhao Song, Jeff Heflin, Frank Schilder",Dezhao Song,2016/10/26,2016,2016/10/26 0:00,1709,urn:nbn:de:0074-1709-8,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-1709.zip,?,BMDID 2016 Biomedical Data Integration and Discovery,Vol-1709,2016/10/26,Biomedical Data Integration and Discovery,https://bmdid2016.github.io,Proceedings of the First International Workshop on Biomedical Data Integration and Discovery (BMDID 2016) co-located with The 15th International Semantic Web Conference (ISWC 2016),ISWC 2016,
1709,41245,41270,1,http://ceur-ws.org/Vol-1710/,AIST-SUP 2016,"Supplementary Proceedings of the Fifth International Conference on Analysis of Images, Social Networks and Texts (AIST 2016)","Yekaterinburg, Russia, April 6-8, 2016","Supplementary Proceedings of the Fifth International Conference on Analysis of Images, Social Networks and Texts (AIST-SUP 2016), Yekaterinburg, Russia, April 6-8, 2015.",Supplementary Proceedings of AIST 2016,"Dmitry I. Ignatov, Mikhail Yu. Khachay, Valeri G. Labunets, Natalia Loukachevitch, Sergei Nikolenko,",Dmitry Ignatov,2016/11/30,2016,2016/11/30 0:00,1710,urn:nbn:de:0074-1710-6,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-1710.zip,?,AIST-SUP 2016 Supplementary Proceedings of AIST 2016,Vol-1710,2016/11/30,Supplementary Proceedings of AIST 2016,http://aistconf.org,"Supplementary Proceedings of the Fifth International Conference on Analysis of Images, Social Networks and Texts (AIST 2016)",,
1710,41219,41242,1,http://ceur-ws.org/Vol-1711/,QACV-DECOSYS 2016,Joint Proceedings of the International Workshop on Quality Assurance in Computer Vision and the International Workshop on Digital Eco-Systems,"Graz, Austria, October 17-19, 2016","Joint Proceedings of the International Workshop on Quality Assurance in Computer Vision and the International Workshop on Digital Eco-Systems, Graz, Austria, October 17-19, 2016.",Quality Assurance in Computer Vision & Digital Eco-Systems 2016,"Iulia Nica, Bernhard Peischl",Bernhard Peischl,2016/10/24,2016,2016/10/24 0:00,1711,urn:nbn:de:0074-1711-0,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-1711.zip,?,QACV-DECOSYS 2016 Quality Assurance in Computer Vision & Digital Eco-Systems,Vol-1711,2016/10/24,Quality Assurance in Computer Vision & Digital Eco-Systems,http://ictss2016.ist.tugraz.at/index.php/workshops/,Joint Proceedings of the International Workshop on Quality Assurance in Computer Vision and the International Workshop on Digital Eco-Systems co-located with the 28th International Conference on Testing Software and Systems (ICTSS) 2016,28th International Conference on Testing Software and Systems (ICTSS) 2016,
1711,41193,41216,1,http://ceur-ws.org/Vol-1712/,ICYRIME 2016,"Proceedings of the International Conference for Young Researchers in Informatics, Mathematics and Engineering","Catania, Italy, June 27-29, 2016","Proceedings of the International Conference for Young Researchers in Informatics, Mathematics and Engineering (ICYRIME 2016), Catania, Italy, June 27-29, 2016.","International Conference for Young Researchers in Informatics, Mathematics and Engineering 2016","Robertas Damaševičius, Christian Napoli, Emiliano Tramontana, Marcin Woźniak",Christian Napoli,2016/10/25,2016,2016/10/25 0:00,1712,urn:nbn:de:0074-1712-3,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-1712.zip,?,"ICYRIME 2016 International Conference for Young Researchers in Informatics, Mathematics and Engineering",Vol-1712,2016/10/25,"International Conference for Young Researchers in Informatics, Mathematics and Engineering",http://www.dmi.unict.it/napoli/icyrime/,"Proceedings of the International Conference for Young Researchers in Informatics, Mathematics and Engineering",,
1712,41165,41190,1,http://ceur-ws.org/Vol-1713/,MoDeVVa 2016,"Proceedings of the 13th Workshop on Model-Driven Engineering, Verification and Validation","Saint-Malo, France, October 3, 2016","Proceedings of the 13th Workshop on Model-Driven Engineering, Verification and Validation (MoDeVVa 2016), Saint-Malo, France, October 3, 2016.","Model-Driven Engineering, Verification and Validation 2016","Michalis Famelis, Daniel Ratiu, Gehan M. K. Selim",Gehan M. K. Selim,2016/10/24,2016,2016/10/24 0:00,1713,urn:nbn:de:0074-1713-7,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-1713.zip,?,"MoDeVVa 2016 Model-Driven Engineering, Verification and Validation",Vol-1713,2016/10/24,"Model-Driven Engineering, Verification and Validation",https://sites.google.com/site/modevva/,"Proceedings of the 13th Workshop on Model-Driven Engineering, Verification and Validation co-located with ACM/IEEE 19th International Conference on Model Driven Engineering Languages and Systems (MODELS 2016)",MODELS 2016,
1713,41137,41162,1,http://ceur-ws.org/Vol-1714/,WAIHCWS 2016,Anais do VII Workshop sobre Aspectos da Interação Humano-Computador na Web Social,"São Paulo, Brazil, October 4, 2016","Anais do VII Workshop sobre Aspectos da Interação Humano-Computador na Web Social (WAIHCWS'16), São Paulo, Brazil, October 4, 2016.",Workshop sobre Aspectos da Interação Humano-Computador na Web Social 2016,"Cristiano Maciel, José Viterbo, Roberto Pereira",José Viterbo,2016/10/24,2016,2016/10/24 0:00,1714,urn:nbn:de:0074-1714-0,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-1714.zip,?,WAIHCWS 2016 Workshop sobre Aspectos da Interação Humano-Computador na Web Social,Vol-1714,2016/10/24,Workshop sobre Aspectos da Interação Humano-Computador na Web Social,http://www.ufmt.br/waihcws16/,Anais do VII Workshop sobre Aspectos da Interação Humano-Computador na Web Social (WAIHCWS'16) co-located with XV Simpósio Brasileiro sobre Fatores Humanos em Sistemas Computacionais (IHC 2016),IHC 2016,
1714,41111,41134,1,http://ceur-ws.org/Vol-1715/,FGE 2016,Proceedings of the Workshop on Fictional Game Elements 2016,"Austin, Texas, US, October 16-19, 2016","Proceedings of the Workshop on Fictional Game Elements (FGE 2016), Austin, Texas, US, October 16-19, 2016.",Fictional Game Elements 2016,"Amon Rapp, Federica Cena, Frank Hopfgartner, Juho Hamari, Conor Linehan",Amon Rapp,2016/10/25,2016,2016/10/25 0:00,1715,urn:nbn:de:0074-1715-4,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-1715.zip,?,FGE 2016 Fictional Game Elements 2016,Vol-1715,2016/10/25,Fictional Game Elements 2016,https://fge2016.wordpress.com/,Proceedings of the Workshop on Fictional Game Elements 2016 co-located with The ACM SIGCHI Annual Symposium on Computer-Human Interaction in Play (CHI PLAY 2016),CHI PLAY 2016,
