,Column1,vol_url,vol_number,volname,acronym,coloc_conf,ceur_long_title,voltitle,h1,tdtitle,title,loctime,workshop,workshopLabel,ref_url,ShortName,countryLabel,cityLabel,StartTime,EndTime,ProceedingsTitle,Vol_Number.1,Year,dblp_url,ceur_long_title_contained_words,tdtitle_contained_words,volname_contained_words,acronym_contained_words,voltitle_contained_words,h1_contained_words,title_contained_words,workshopLabel_contained_words,ShortName_contained_words
734,731,http://ceur-ws.org/Vol-727/,727,Engineering Interactive Computing Systems for Medicine and Health Care 2011,EICS4Med-2011,nan,Proceedings of the 1st International Workshop on Engineering Interactive Computing Systems for Medicine and Health Care (EICS4Med 2011),Engineering Interactive Computing Systems for Medicine and Health Care 2011,EICS4Med-2011 Engineering Interactive Computing Systems for Medicine and Health Care 2011,"Proceedings of the 1st International Workshop on Engineering Interactive Computing Systems for Medicine and Health Care (EICS4Med 2011), Pisa, Italy, June 13, 2011.",Proceedings of the 1st International Workshop on Engineering Interactive Computing Systems for Medicine and Health Care (EICS4Med 2011),"Pisa, Italy, June 13, 2011",http://www.wikidata.org/entity/Q113659310,1st International Workshop on Engineering Interactive Computing Systems for Medicine and Health Care (EICS4Med 2011),http://ceur-ws.org/Vol-727/,EICS4Med-2011,Italy,Pisa,2011/6/13 2:00,2011/6/13 2:00,"Proceedings of the 1st International Workshop on Engineering Interactive Computing Systems for Medicine and Health Care (EICS4Med 2011), Pisa, Italy, June 13, 2011.",727.0,2011.0,https://dblp.org/db/conf/eics/eics4med2011.html,EICS,EICS,,EICS,,EICS,EICS,EICS,EICS
778,775,http://ceur-ws.org/Vol-770/,770,Discovery Challenge Workshop 2011,DCW-2011,nan,Proceedings of the ECML/PKDD Discovery Challenge Workshop,ECML/PKDD Discovery Challenge 2011,DCW-2011 ECML/PKDD Discovery Challenge 2011,"Proceedings of the ECML/PKDD Discovery Challenge Workshop (DCW-2011), Athens, Greece, September 5, 2011.",Proceedings of the ECML/PKDD Discovery Challenge Workshop,"Athens, Greece, September 5, 2011",http://www.wikidata.org/entity/Q113659365,ECML/PKDD Discovery Challenge Workshop,http://ceur-ws.org/Vol-770/,DCW-2011,Greece,Athens,2011/9/5 2:00,2011/9/5 2:00,nan,,,,"ECML, ECML/PKDD, KDD","ECML, ECML/PKDD, KDD",,,"ECML, ECML/PKDD, KDD","ECML, ECML/PKDD, KDD","ECML, ECML/PKDD, KDD","ECML, ECML/PKDD, KDD",
785,782,http://ceur-ws.org/Vol-777/,777,Collaborative Usage and Development of Models and Visualizations 2011,CollabViz 2011,nan,Proceedings of the 1st International Workshop on Collaborative Usage and Development of Models and Visualizations held at ECSCW 2011,Collaborative Usage and Development of Models and Visualizations,CollabViz 2011 Collaborative Usage and Development of Models and Visualizations,"Proceedings of the 1st International Workshop on Collaborative Usage and Development of Models and Visualizations (CollabViz 2011), Aarhus, Denmark, September 24, 2011.",Proceedings of the 1st International Workshop on Collaborative Usage and Development of Models and Visualizations held at ECSCW 2011,"Aarhus, Denmark, September 24, 2011",http://www.wikidata.org/entity/Q113659374,1st International Workshop on Collaborative Usage and Development of Models and Visualizations held at ECSCW 2011,http://ceur-ws.org/Vol-777/,CollabViz 2011,Denmark,Aarhus,2011/9/24 2:00,2011/9/24 2:00,nan,,,,ECSCW,,,,,,ECSCW,ECSCW,
822,819,http://ceur-ws.org/Vol-813/,813,Linked Data on the Web 2011,LDOW-2011,nan,WWW2011 Workshop on Linked Data on the Web,Linked Data on the Web 2011,LDOW-2011 Linked Data on the Web 2011,"Proceedings of the WWW2011 Workshop on Linked Data on the Web (LDOW 2011), Hyderabad, India, March 29, 2011.",WWW2011 Workshop on Linked Data on the Web,"Hyderabad, India, March 29, 2011",http://www.wikidata.org/entity/Q113656500,WWW2011 Workshop on Linked Data on the Web,http://ceur-ws.org/Vol-813/,LDOW-2011,India,Hyderabad,2011/3/29 2:00,2011/3/29 2:00,"WWW2011 Workshop on Linked Data on the Web, Hyderabad, India, March 29, 2011.",813.0,2011.0,https://dblp.org/db/conf/www/ldow2011.html,WWW,WWW,,,,,WWW,WWW,
872,869,http://ceur-ws.org/Vol-857/,857,Italian Convention on Computational Logic 2012,CILC 2012,nan,Proceedings of the 9th Italian Convention on Computational Logic,Italian Convention on Computational Logic,CILC 2012 Italian Convention on Computational Logic,"Proceedings of the 9th Italian Convention on Computational Logic (CILC 2012), Rome, Italy, June 6-7, 2012.",Proceedings of the 9th Italian Convention on Computational Logic,"Rome, Italy, June 6-7, 2012",,nan,,nan,,,,,"Proceedings of the 9th Italian Convention on Computational Logic, Rome, Italy, June 6-7, 2012.",857.0,2012.0,https://dblp.org/db/conf/cilc/cilc2012.html,,CILC,,CILC,,CILC,,,
914,911,http://ceur-ws.org/Vol-896/,896,Recommender Systems in Technology Enhanced Learning 2012,RecSysTEL-2012,nan,Proceedings of the 2nd Workshop on Recommender Systems in Technology Enhanced Learning 2012,Recommender Systems in Technology Enhanced Learning,RecSysTEL-2012 Recommender Systems in Technology Enhanced Learning,"Proceedings of the Workshop on Recommender Systems in Technology Enhanced Learning 2012 (RecSysTEL-2012), Saarbrücken, Germany, September 18-19, 2012.",Proceedings of the 2nd Workshop on Recommender Systems in Technology Enhanced Learning 2012,"Saarbrücken, Germany, September 18-19, 2012",http://www.wikidata.org/entity/Q113656595,2nd Workshop on Recommender Systems in Technology Enhanced Learning 2012,http://ceur-ws.org/Vol-896/,RecSysTEL-2012,Germany,Saarbrücken,2012/9/18 2:00,2012/9/19 2:00,"Proceedings of the 2nd Workshop on Recommender Systems in Technology Enhanced Learning 2012, Saarbrücken, Germany, September 18-19, 2012.",896.0,2012.0,https://dblp.org/db/conf/ectel/recsystel2012.html,,RecSys,,RecSys,,RecSys,,,RecSys
971,968,http://ceur-ws.org/Vol-953/,953,Ambient Intelligence for Crisis Management 2012,AmI4CM 2012,nan,Proceedings of the Workshop on Ambient Intelligence for Crisis Management,AmI for Crisis management,AmI4CM 2012 AmI for Crisis management,"Proceedings of the Workshop on AmI for Crisis Management (AmI4CM 2012), Pisa, Italy, November 13, 2012.",Proceedings of the Workshop on Ambient Intelligence for Crisis Management,"Pisa, Italy, November 13, 2012",http://www.wikidata.org/entity/Q113650082,Workshop on Ambient Intelligence for Crisis Management,http://ceur-ws.org/Vol-953/,AmI4CM 2012,Italy,Pisa,2012/11/13 1:00,2012/11/13 1:00,nan,,,,,AmI,,AmI,AmI,AmI,,,AmI
994,991,http://ceur-ws.org/Vol-976/,976,Replication of HCI Research 2013,RepliCHI 2013,nan,Proceedings of the CHI2013 Workshop on the Replication of HCI Research,The CHI2013 Workshop on the Replication of HCI Research,RepliCHI 2013 The CHI2013 Workshop on the Replication of HCI Research,"Proceedings of the CHI2013 Workshop on the Replication of HCI Research (RepliCHI 2013), Paris, France, April 27-28, 2013.",Proceedings of the CHI2013 Workshop on the Replication of HCI Research,"Paris, France, April 27-28, 2013",http://www.wikidata.org/entity/Q113650108,CHI2013 Workshop on the Replication of HCI Research,http://ceur-ws.org/Vol-976/,RepliCHI 2013,France,Paris,2013/4/27 2:00,2013/4/28 2:00,"Proceedings of the CHI 2013 Workshop on the Replication of HCI Research, Paris, France, April 27-28, 2013.",976.0,2013.0,https://dblp.org/db/conf/chi/chi2013r.html,CHI,CHI,,CHI,CHI,CHI,CHI,CHI,CHI
1017,1014,http://ceur-ws.org/Vol-996/,996,Linked Data on the Web 2013,LDOW2013,nan,Proceedings of the WWW2013 Workshop on Linked Data on the Web,Linked Data on the Web,LDOW2013 Linked Data on the Web,"Proceedings of the WWW2013 Workshop on Linked Data on the Web (LDOW2013), Rio de Janeiro, Brazil, 14 May, 2013.",Proceedings of the WWW2013 Workshop on Linked Data on the Web,"Rio de Janeiro, Brazil, 14 May, 2013",http://www.wikidata.org/entity/Q113650128,WWW2013 Workshop on Linked Data on the Web,http://ceur-ws.org/Vol-996/,LDOW2013,Brazil,Rio de Janeiro,2013/5/14 2:00,2013/5/14 2:00,"Proceedings of the WWW2013 Workshop on Linked Data on the Web, Rio de Janeiro, Brazil, 14 May, 2013.",996.0,2013.0,https://dblp.org/db/conf/www/ldow2013.html,WWW,WWW,,,,,WWW,WWW,
1466,1462,http://ceur-ws.org/Vol-1422/,1422,Information Technologies - Applications and Theory 2015,ITAT 2015,nan,Proceedings ITAT 2015: Information Technologies - Applications and Theory,Information Technologies - Applications and Theory,ITAT 2015 Information Technologies - Applications and Theory,"Proceedings ITAT 2015: Information Technologies - Applications and Theory, iSlovensky Raj, Slovakia, September 17-21, 2015.",Proceedings ITAT 2015: Information Technologies - Applications and Theory,"Slovensky Raj, Slovakia, September 17-21, 2015",http://www.wikidata.org/entity/Q113646086,ITAT 2015: Information Technologies - Applications and Theory,http://ceur-ws.org/Vol-1422/,ITAT 2015,Czech Republic,Ráj,2015/9/17 2:00,2015/9/21 2:00,"Proceedings ITAT 2015: Information Technologies - Applications and Theory, Slovensky Raj, Slovakia, September 17-21, 2015.",1422.0,2015.0,https://dblp.org/db/conf/itat/itat2015.html,"ITAT, ITAT","ITAT, ITAT",,"ITAT, ITAT",,"ITAT, ITAT","ITAT, ITAT","ITAT, ITAT","ITAT, ITAT"
1897,1893,http://ceur-ws.org/Vol-1836/,1836,Actas de la Jornada de MOOCs en Español en EMOOCs 2017,EMOOCs-ES 2017,nan,Actas de la Jornada de MOOCs en Español en EMOOCs 2017 (EMOOCs-ES 2017),Actas de la Jornada de MOOCs en Español en EMOOCs,EMOOCs-ES 2017 Actas de la Jornada de MOOCs en Español en EMOOCs,"Actas de la Jornada de MOOCs en Español en EMOOCs 2017 (EMOOCs-ES 2017), Leganés (Madrid), Spain, May 26, 2017.",Actas de la Jornada de MOOCs en Español en EMOOCs 2017,"Leganés (Madrid), Spain, May 26, 2017",http://www.wikidata.org/entity/Q113625174,Actas de la Jornada de MOOCs en Español en EMOOCs 2017,http://ceur-ws.org/Vol-1836/,EMOOCs-ES 2017,Spain,Leganés,2017/5/26 2:00,2017/5/26 2:00,"Actas de la Jornada de MOOCs en Español en EMOOCs 2017, EMOOCs-ES 2017, Madrid, Spain, May 26, 2017.",1836.0,2017.0,https://dblp.org/db/conf/emoocs/es2017.html,EMOOCs,EMOOCs,EMOOCs,EMOOCs,EMOOCs,EMOOCs,EMOOCs,EMOOCs,EMOOCs
2309,2304,http://ceur-ws.org/Vol-2231/,2231,Learning Analytics for Latin America 2018,LALA 2018,nan,Proceedings of the 1st Latin American Workshop on Learning Analytics,Learning Analytics for Latin America,LALA 2018Learning Analytics for Latin America,"Proceedings of the 1st Latin American Workshop on Learning Analytics (LALA 2018), Guayaquil, Ecuador, July 9th, 2018.",Proceedings of the 1st Latin American Workshop on Learning Analytics,"Guayaquil, Ecuador, July 9th, 2018",http://www.wikidata.org/entity/Q113583410,1st Latin American Workshop on Learning Analytics,http://ceur-ws.org/Vol-2231/,LALA 2018,Ecuador,Guayaquil,2018/7/9 2:00,2018/7/9 2:00,nan,,,,,LALA,,LALA,,LALA,,,LALA
2335,2330,http://ceur-ws.org/Vol-2255/,2255,Informatics & Data-Driven Medicine 2018,IDDM 2018,nan,Proceedings of the 1st International Workshop on Informatics & Data-Driven Medicine (IDDM 2018),Informatics & Data-Driven Medicine,IDDM 2018 Informatics & Data-Driven Medicine,"Proceedings of the 1st International Workshop on Informatics & Data-Driven Medicine (IDDM 2018), Lviv, Ukraine, November 28-30, 2018.",Proceedings of the 1st International Workshop on Informatics & Data-Driven Medicine (IDDM 2018),"Lviv, Ukraine, November 28-30, 2018",http://www.wikidata.org/entity/Q113583438,1st International Workshop on Informatics & Data-Driven Medicine (IDDM 2018),http://ceur-ws.org/Vol-2255/,IDDM 2018,Ukraine,Lviv,2018/11/28 1:00,2018/11/30 1:00,"Proceedings of the 1st International Workshop on Informatics &amp; Data-Driven Medicine (IDDM 2018), Lviv, Ukraine, November 28-30, 2018.",2255.0,2018.0,https://dblp.org/db/conf/iddm/iddm2018.html,IDDM,IDDM,,IDDM,,IDDM,IDDM,IDDM,IDDM
